,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Date,Announced,Net%,Report,ticker
27,34.9,0.0,9.93,"338,672k","72,648k",1,2012-03-31,2012-12-31,2012-05-14,15.6%,View,2089
28,35.13,120.0,9.59,"277,458k","73,118k",4,2011-12-31,2011-12-31,2012-02-20,10.7%,View,2089
29,50.52,0.0,9.55,"439,002k","105,150k",3,2011-09-30,2011-12-31,2011-11-21,32.7%,View,2089
30,52.65,0.0,9.04,"390,626k","109,586k",2,2011-06-30,2011-12-31,2011-08-22,102%,View,2089
31,41.37,0.0,8.93,"278,386k","86,097k",1,2011-03-31,2011-12-31,2011-05-16,76.1%,View,2089
32,39.34,90.0,8.51,"302,832k","81,879k",4,2010-12-31,2010-12-31,2011-02-24,19.9%,View,2089
33,38.08,0.0,8.39,"275,543k","79,267k",3,2010-09-30,2010-12-31,2010-11-22,14.2%,View,2089
34,26.07,0.0,8.0,"233,527k","54,257k",2,2010-06-30,2010-12-31,2010-08-24,16.5%,View,2089
35,23.5,0.0,8.12,"183,205k","48,904k",1,2010-03-31,2010-12-31,2010-05-17,12.4%,View,2089
36,32.81,70.0,7.87,"200,967k","68,293k",4,2009-12-31,2009-12-31,2010-02-22,11.5%,View,2089
37,44.38,0.0,7.69,"223,707k","92,371k",3,2009-09-30,2009-12-31,2009-11-19,2.7%,View,2089
38,31.24,0.0,7.25,"187,753k","65,014k",2,2009-06-30,2009-12-31,2009-08-24,18.1%,View,2089
39,26.81,0.0,7.15,"207,336k","55,797k",1,2009-03-31,2009-12-31,2009-05-18,19.1%,View,2089
40,29.43,50.0,6.88,"265,304k","61,249k",4,2008-12-31,2008-12-31,2009-02-23,14.2%,View,2089
41,43.22,0.0,6.75,"300,768k","89,951k",3,2008-09-30,2008-12-31,2008-11-17,58.6%,View,2089
42,38.15,0.0,6.31,"246,615k","79,399k",2,2008-06-30,2008-12-31,2008-08-18,185%,View,2089
43,33.13,0.0,6.08,"226,448k","68,960k",1,2008-03-31,2008-12-31,2008-05-14,194.2%,View,2089
44,34.3,40.0,5.75,"208,992k","71,389k",4,2007-12-31,2007-12-31,2008-02-25,68.5%,View,2089
45,27.25,0.0,5.56,"182,938k","56,718k",3,2007-09-30,2007-12-31,2007-11-19,13.5%,View,2089
46,13.38,0.0,5.29,"156,156k","27,855k",2,2007-06-30,2007-12-31,2007-08-27,14.1%,View,2089
47,11.26,0.0,5.26,"126,107k","23,439k",1,2007-03-31,2007-12-31,2007-05-14,7.2%,View,2089
48,20.35,35.0,5.15,"143,985k","42,365k",4,2006-12-31,2006-12-31,2007-02-26,38.9%,View,2089
49,24.01,0.0,5.11,"181,555k","49,968k",3,2006-09-30,2006-12-31,2006-11-20,30.3%,View,2089
50,15.58,0.0,4.87,"156,004k","32,419k",2,2006-06-30,2006-12-31,2006-08-29,4.4%,View,2089
51,12.13,0.0,4.82,"115,212k","25,256k",1,2006-03-31,2006-12-31,2006-05-17,16.5%,View,2089
52,14.66,30.0,4.7,"139,622k","30,511k",4,2005-12-31,2005-12-31,2006-02-27,15%,View,2089
53,18.43,0.0,4.66,"154,937k","38,360k",3,2005-09-30,2005-12-31,2005-11-21,13.7%,View,2089
54,16.3,0.0,4.48,"160,842k","33,924k",2,2005-06-30,2005-12-31,2005-08-22,14.8%,View,2089
55,14.53,0.0,4.42,"138,920k","30,233k",1,2005-03-31,2005-12-31,2005-05-17,55.5%,View,2089
56,17.26,30.0,4.28,"130,478k","35,914k",4,2004-12-31,2004-12-31,2005-02-28,63.7%,View,2089
57,16.21,0.0,4.21,"158,899k","33,746k",3,2004-09-30,2004-12-31,2004-11-09,5.4%,View,2089
58,19.12,0.0,4.05,"134,622k","39,805k",2,2004-06-30,2004-12-31,2004-08-30,110.9%,View,2089
59,9.34,0.0,3.97,"102,825k","19,442k",1,2004-03-31,2004-12-31,2004-05-17,8.1%,View,2089
60,10.54,30.0,3.87,"116,360k","21,937k",4,2003-12-31,2003-12-31,2004-02-26,40.9%,View,2089
61,17.26,0.0,3.88,"139,326k","35,676k",3,2003-09-30,2003-12-31,2003-11-13,112.3%,View,2089
62,9.51,0.0,3.72,"117,333k","18,874k",2,2003-06-30,2003-12-31,2003-08-21,79.2%,View,2089
63,11.64,0.0,3.73,"99,814k","17,993k",1,2003-03-31,2002-12-31,2003-05-12,136.8%,View,2089
64,10.28,25.0,3.74,"85,260k","15,568k",4,2002-12-31,2002-12-31,2003-02-27,34.7%,View,2089
65,11.09,0.0,3.74,"67,447k","16,808k",3,2002-09-30,2002-12-31,2002-11-14,89.8%,View,2089
0,31.36,14.0,6.14,"413,279k","88,389k",4,2020-02-29,2020-02-29,2020-04-09,0.9%,View,5139
1,27.39,0.0,6.04,"402,462k","69,930k",3,2019-11-30,2020-02-29,2019-12-19,19.7%,View,5139
2,16.03,22.25,6.07,"404,446k","49,127k",2,2019-08-31,2020-02-29,2019-09-26,39.1%,View,5139
3,32.69,0.0,6.24,"378,588k","84,600k",1,2019-05-31,2020-02-29,2019-06-27,14.7%,View,5139
4,33.04,22.35,5.98,"359,536k","87,613k",4,2019-02-28,2019-02-28,2019-04-25,6.4%,View,5139
5,33.35,0.0,5.66,"348,497k","87,136k",3,2018-11-30,2019-02-28,2018-12-20,23.5%,View,5139
6,31.03,22.25,5.58,"332,092k","80,640k",2,2018-08-31,2019-02-28,2018-10-04,13%,View,5139
7,38.43,0.0,5.45,"325,718k","99,235k",1,2018-05-31,2019-02-28,2018-06-28,30.9%,View,5139
8,31.87,20.0,6.37,"309,173k","82,308k",4,2018-02-28,2018-02-28,2018-04-27,2.8%,View,5139
9,28.86,0.0,6.04,"312,345k","70,552k",3,2017-11-30,2018-02-28,2017-12-21,5.2%,View,5139
10,35.51,21.13,4.85,"311,322k","71,385k",2,2017-08-31,2018-02-28,2017-10-05,29.3%,View,5139
11,50.15,0.0,7.13,"302,282k","75,812k",1,2017-05-31,2018-02-28,2017-07-04,20.9%,View,5139
12,53.38,32.5,6.63,"290,842k","80,053k",4,2017-02-28,2017-02-28,2017-04-25,17.5%,View,5139
13,44.01,0.0,6.13,"280,347k","67,053k",3,2016-11-30,2017-02-28,2016-12-22,25.7%,View,5139
14,36.1,30.5,5.93,"269,128k","55,194k",2,2016-08-31,2017-02-28,2016-10-04,13.8%,View,5139
15,41.06,0.0,5.93,"261,638k","62,727k",1,2016-05-31,2017-02-28,2016-06-30,7.7%,View,5139
16,45.08,29.6,5.45,"258,292k","68,133k",4,2016-02-29,2016-02-29,2016-04-21,0%,View,5139
17,34.54,0.0,5.11,"245,780k","53,362k",3,2015-11-30,2016-02-29,2015-12-22,0%,View,5139
18,31.45,29.85,5.03,"228,723k","48,486k",2,2015-08-31,2016-02-29,2015-10-06,0%,View,5139
19,37.96,0.0,5.1,"232,439k","58,241k",1,2015-05-31,2016-02-29,2015-06-25,0%,View,5139
20,5.8,29.6,4.72,"18,795k","8,357k",-,2015-02-28,2015-02-28,2015-04-20,0%,View,5139
21,36.99,0.0,4.68,"226,374k","55,363k",-,2015-02-20,2015-02-20,2015-04-20,15.8%,View,5139
22,32.5,0.0,4.24,"216,215k","48,293k",-,2014-11-20,2015-02-20,2014-12-16,12.2%,View,5139
23,32.94,27.4,4.27,"209,316k","47,431k",-,2014-08-20,2015-02-20,2014-09-18,10%,View,5139
24,39.08,0.0,4.19,"200,900k","56,282k",-,2014-05-20,2015-02-20,2014-06-19,36.1%,View,5139
25,33.21,24.0,3.79,"187,989k","47,818k",-,2014-02-20,2014-02-20,2014-04-16,22.6%,View,5139
26,29.9,0.0,3.81,"178,034k","43,055k",-,2013-11-20,2014-02-20,2013-12-19,23.2%,View,5139
27,29.96,0.0,3.33,"162,868k","43,136k",-,2013-08-20,2014-02-20,2013-10-18,34.4%,View,5139
28,28.71,0.0,3.26,"143,871k","41,342k",-,2013-05-20,2014-02-20,2013-06-17,47.2%,View,5139
29,27.09,19.5,2.98,"131,683k","39,008k",-,2013-02-20,2013-02-20,2013-04-18,40.7%,View,5139
30,25.42,0.0,2.73,"121,334k","34,941k",-,2012-11-20,2013-02-20,2012-12-19,38.4%,View,5139
31,26.74,16.0,3.15,"112,486k","32,088k",-,2012-08-20,2013-02-20,2012-09-20,36.8%,View,5139
32,23.41,0.0,3.0,"101,625k","28,089k",-,2012-05-20,2013-02-20,2012-06-18,46.4%,View,5139
33,23.1,16.8,2.84,"94,275k","27,716k",-,2012-02-20,2012-02-20,2012-04-19,42.8%,View,5139
34,21.05,0.0,2.53,"89,809k","25,255k",-,2011-11-20,2012-02-20,2011-12-20,57.4%,View,5139
35,19.54,13.2,2.53,"83,035k","23,453k",-,2011-08-20,2012-02-20,2011-09-21,58.6%,View,5139
36,15.99,0.0,2.5,"77,149k","19,183k",-,2011-05-20,2012-02-20,2011-06-14,45.3%,View,5139
37,16.17,15.0,2.35,"73,725k","19,403k",-,2011-02-20,2011-02-20,2011-04-19,35.6%,View,5139
38,13.37,0.0,2.19,"56,097k","16,041k",-,2010-11-20,2011-02-20,2010-12-21,12.3%,View,5139
39,12.32,11.5,2.14,"53,769k","14,783k",-,2010-08-20,2011-02-20,2010-09-21,9.6%,View,5139
40,11.0,0.0,2.12,"53,025k","13,202k",-,2010-05-20,2011-02-20,2010-06-15,8.2%,View,5139
41,11.92,12.0,2.09,"53,136k","14,305k",-,2010-02-20,2010-02-20,2010-04-19,5.2%,View,5139
42,11.9,0.0,1.97,"53,165k","14,278k",-,2009-11-20,2010-02-20,2009-12-16,4.7%,View,5139
43,11.24,10.5,1.93,"52,306k","13,492k",-,2009-08-20,2010-02-20,2009-09-17,18.5%,View,5139
44,10.17,0.0,1.9,"51,537k","12,200k",-,2009-05-20,2010-02-20,2009-06-19,20.4%,View,5139
45,11.34,11.34,1.8,"50,893k","13,603k",-,2009-02-20,2009-02-20,2009-04-17,21.4%,View,5139
46,11.36,0.0,1.69,"48,887k","13,637k",-,2008-11-20,2009-02-20,2008-12-22,45.9%,View,5139
47,9.49,8.76,1.64,"44,824k","11,385k",-,2008-08-20,2009-02-20,2008-09-25,60.7%,View,5139
48,8.44,0.0,1.6,"42,315k","10,132k",-,2008-05-20,2009-02-20,2008-06-16,75.9%,View,5139
49,9.74,7.44,1.51,"41,535k","11,203k",-,2008-02-20,2008-02-20,2008-04-15,65.4%,View,5139
50,9.54,0.0,1.26,"39,542k","9,345k",-,2007-11-20,2008-02-20,2007-12-07,69.1%,View,5139
